review_id,text,sentiment
317,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
318,Atención al cliente impecable. Producto de gran calidad.,Positivo
319,Rápido pero de calidad mediocre.,Positivo
320,"Rápido, bien empacado y de buena calidad. Muy contento. #@#&*",Positivo
321,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
322,Buena calidad pero demasiado caro para el mercado.,Negativo
323,El envío llegó tarde y el producto estaba roto.,Negativo
324,El producto es duradero y funciona excelentemente.,Positivo
325,"  Rápido, bien empacado y de buena calidad. Muy contento.  ",Positivo
326,Excelente producto aunque la atención fue lenta.,Negativo
327,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
328,Excelente compra. El color y tamaño son perfectos.,Positivo
329,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
330,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
331,Buena calidad pero tiene algunas fallas menores.,Negativo
332,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
333,Rápido pero de calidad mediocre.,Positivo
334,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
335,El envío llegó tarde y el producto estaba roto.,Negativo
336,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
337,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
338,Producto sucio y dañado. No recomendado.,Negativo
339,Producto sucio y dañado. No recomendado.,Negativo
340,"Rápido, bien empacado y de buena calidad. Muy contento. #@#&*",Positivo
341,"Mala calidad, roto a los pocos días.",positivo
342,Atención al cliente impecable. Producto de gran calidad.,Positivo
343,El producto es duradero y funciona excelentemente.,Positivo
344,Atención al cliente impecable. Producto de gran calidad.,Positivo
345,,Positivo
346,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
347,,Negativo
348,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
349,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
350,El producto falla constantemente. No lo recomiendo.,Negativo
351,El envío fue rápido y el producto es de muy buena calidad.,Positivo
352,Buena calidad pero demasiado caro para el mercado.,Positivo
353,El producto es duradero y funciona excelentemente.,Positivo
354,Producto defectuoso. Una decepción total.,Negativo
355,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
356,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
357,"Mala calidad, roto a los pocos días.",Negativo
358,El envío fue rápido y el producto es de muy buena calidad.,Positivo
359,El producto falla constantemente. No lo recomiendo.,Negativo
360,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
361,Atención al cliente impecable. Producto de gran calidad.,Positivo
362,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
363,Pésima calidad. Muy caro para lo que ofrece.,Negativo
364,Producto caro y muy lento en funcionar. Gran decepción.,positivo
365,El envío fue rápido y el producto es de muy buena calidad.,Positivo
366,El envío fue rápido y el producto es de muy buena calidad.,Positivo
367,Buena calidad pero tiene algunas fallas menores.,Negativo
368,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
369,"Mala calidad, roto a los pocos días.",Negativo
370,Pésima calidad. Muy caro para lo que ofrece.,Negativo
371,El envío llegó tarde y el producto estaba roto.,Negativo
372,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
373,"Mala calidad, roto a los pocos días.",Negativo
374,Producto duradero pero el precio es elevado.,Negativo
375,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
376,El producto es excelente pero el envío llegó tarde.,Positivo
377,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
378,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
379,El producto falla constantemente. No lo recomiendo.,Negativo
380,El envío llegó tarde y el producto estaba roto.,Negativo
381,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
382,"Mala calidad, roto a los pocos días.",Negativo
383,Producto duradero pero el precio es elevado.,Positivo
384,Atención al cliente impecable. Producto de gran calidad.,Positivo
385,,Negativo
386,Rápido pero de calidad mediocre.,Negativo
387,El color es excelente pero es frágil y se rompió.,Positivo
388,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
389,El producto es excelente pero el envío llegó tarde.,Negativo
390,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
391,,Positivo
392,Atención al cliente pésima. Producto de mala calidad.,neg
393,El producto es duradero y funciona excelentemente.,Positivo
394,El envío fue rápido y el producto es de muy buena calidad.,Positivo
395,Producto sucio y dañado. No recomendado.,Negativo
396,Rápido pero de calidad mediocre.,Negativo
397,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
398,Pésima calidad. Muy caro para lo que ofrece.,Negativo
399,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
400,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
401,"Mala calidad, roto a los pocos días.",Negativo
402,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
403,,Positivo
404,Atención al cliente impecable. Producto de gran calidad.,Positivo
405,"Mala calidad, roto a los pocos días.",Negativo
406,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
407,Buen producto aunque la documentación es confusa.,Negativo
408,"Mala calidad, roto a los pocos días.",Negativo
409,Producto duradero pero el precio es elevado.,Positivo
410,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
411,El tamaño no es lo que esperaba y falla después de poco uso. #@#&*,Negativo
412,Rápido pero de calidad mediocre.,Positivo
413,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
414,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
415,El envío fue rápido y el producto es de muy buena calidad.,Positivo
416,Atención al cliente impecable. Producto de gran calidad.,
417,El producto es duradero y funciona excelentemente.,Positivo
418,Excelente compra. El color y tamaño son perfectos.,Positivo
419,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
420,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
421,"Excelente calidad, superó mis expectativas. Compraría de nuevo. #@#&*",Positivo
422,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
423,El producto falla constantemente. No lo recomiendo.,Negativo
424,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
425,Excelente compra. El color y tamaño son perfectos.,Positivo
426,El envío fue rápido y el producto es de muy buena calidad.,Positivo
427,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
428,El producto es excelente pero el envío llegó tarde.,Positivo
429,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
430,Atención al cliente pésima. Producto de mala calidad.,Negativo
431,Pésima calidad. Muy caro para lo que ofrece.,Negativo
432,El envío llegó tarde y el producto estaba roto.,Negativo
433,Producto sucio y dañado. No recomendado.,Negativo
434,Excelente compra. El color y tamaño son perfectos.,Positivo
435,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
436,Atención al cliente impecable. Producto de gran calidad.,Positivo
437,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
438,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
439,El color es excelente pero es frágil y se rompió.,Negativo
440,El envío llegó tarde y el producto estaba roto.,Negativo
441,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
442,El envío fue rápido y el producto es de muy buena calidad.,Positivo
443,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
444,,Negativo
445,Producto sucio y dañado. No recomendado.,Negativo
446,Pésima calidad. Muy caro para lo que ofrece.,Negativo
447,,Negativo
448,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
449,Muy buen servicio de atención al cliente. Producto duradero.,Positivo
450,Empaque sucio y producto defectuoso. Muy insatisfecho.,Negativo
451,El producto falla constantemente. No lo recomiendo.,Negativo
452,Atención al cliente pésima. Producto de mala calidad.,Negativo
453,El producto falla constantemente. No lo recomiendo.,Negativo
454,El envío fue rápido y el producto es de muy buena calidad.,Positivo
455,Excelente compra. El color y tamaño son perfectos.,Positivo
456,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
457,Rápido en llegar pero el empaque estaba sucio.,Negativo
458,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
459,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
460,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
461,El producto es duradero y funciona excelentemente.,Positivo
462,"Mala calidad, roto a los pocos días.",Positivo
463,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
464,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
465,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
466,El producto es excelente pero el envío llegó tarde.,Negativo
467,El envío fue rápido y el producto es de muy buena calidad.,Positivo
468,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
469,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
470,  El producto llegó rápido y en excelente estado. Muy recomendado.  ,Positivo
471,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
472,"Excelente calidad, superó mis expectativas. Compraría de nuevo.",Positivo
473,El envío llegó tarde y el producto estaba roto.,Negativo
474,,Negativo
475,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
476,El tamaño no es lo que esperaba y falla después de poco uso.,Negativo
477,Producto defectuoso. Una decepción total.,Negativo
478,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
479,Rápido pero de calidad mediocre.,Positivo
480,El producto llegó rápido y en excelente estado. Muy recomendado.,Positivo
481,La calidad es excelente y el precio es justo. Muy satisfecho.,Positivo
482,Producto caro y muy lento en funcionar. Gran decepción.,Negativo
483,"Rápido, bien empacado y de buena calidad. Muy contento.",Positivo
484,Producto eficaz y llegó bien empacado. Recomendado.,Positivo
485,Excelente producto aunque la atención fue lenta.,Negativo
486,El envío llegó tarde y el producto estaba roto.,Negativo
487,El envío fue rápido y el producto es de muy buena calidad.,Positivo
488,  El tamaño no es lo que esperaba y falla después de poco uso.  ,Negativo
489,El producto falla constantemente. No lo recomiendo.,Negativo
490,El producto falla constantemente. No lo recomiendo.,Negativo
491,Atención al cliente pésima. Producto de mala calidad.,positivo
